BookName,BookAuthor,BookOriginalPrice,BookDiscountPrice
"হুমায়ূন আহমেদ : কিংবন্তির সঙ্গে ২০ বছর","বাউল ইসলাম উদ্দিন","TK. 150","TK. 132"
"বাচ্চাহাতি ও রাখাল বালক","জুবাইর জসীম","TK. 100","TK. 90"
"দুঃসাহসী পিপলু ও পিশাচের থাবা","বি এম বরকতউল্লাহ্‌","TK. 150","TK. 132"
"জন্মদিনের উপহার","অশমী রিফাত","TK. 100","TK. 90"
"অঙ্ক স্যার টঙ্ক স্যার","মাইনুল এইচ সিরাজী","TK. 160","TK. 141"
"হলুদ পরির গল্প","মামুন সারওয়ার","TK. 100","TK. 90"
"আরিয়ান","আখতারুল ইসলাম","TK. 150","TK. 132"
"হাঁসের ছানা","রশীদ নিউটন","TK. 100","TK. 90"
"বইচোরের সন্ধানে","আরকানুল ইসলাম","TK. 160","TK. 141"
"সাপ-নেউলের যুদ্ধ","রশীদ নিউটন","TK. 100","TK. 90"
"ইয়া লম্বা ভূত","আমির আসহাব","TK. 100","TK. 90"
"উপকারী বন্ধু","তাশিক আহমেদ","TK. 100","TK. 90"
"শতবর্ষের শ্রদ্ধাঞ্জলি","এ্যাডভোকেট জাকিয়া তাবাস্সুম জুঁই এম পি","TK. 500","TK. 425"
"দুষ্টু বিড়াল","সুরাইয়া মুমতাহানা আখতার","TK. 100","TK. 90"
"ছড়ায় ছড়ায় দেশের কথা","ইফতেখার হালিম","TK. 135","TK. 119"
"ভূতবন্ধুর গল্প","মানজুর মুহাম্মদ","TK. 100","TK. 90"
"মরুময় মক্কা মদিনায় ","নাসের রহমান","TK. 250","TK. 213"
"উন্নয়ন অগ্রযাত্রায় বাংলাদেশ ও  প্রধানমন্ত্রী শেখ হাসিনা","প্রফেসর ড. মো. ফজলুল হক","TK. 1,000","TK. 850"
"স্বনের কাণ্ডকারখানা","রাকিব সামছ শুভ্র","TK. 150","TK. 132"
"সাইয়েদ জামিলের ছড়া","সাইয়েদ জামিল ","TK. 250","TK. 213"
"মধ্যবিত্ত","ইব্রাহীম ভূইয়া","TK. 125","TK. 110"
"আবৃত্তি নন্দন কথা ও কবিতা- ১ম খণ্ড","মেহেদী হাসান","TK. 750","TK. 638"
"আবৃত্তি নন্দন কথা ও কবিতা- ২য় খণ্ড","হাসান মেহেদী","TK. 700","TK. 595"
"বঙ্গবন্ধু এবং বিশ্বের রাজনৈতিক হত্যা","মানিক মোহাম্মদ রাজ্জাক","TK. 575","TK. 489"
"একাত্তরের সেই ছেলেটি","মিয়াজান কবীর","TK. 200","TK. 176"
"বাংলাদেশ ভালো নেই","এস এ জগৎ","TK. 130","TK. 114"
"রকমারি","নীলিমা রহিম","TK. 175","TK. 154"
"বাউল গান : কালনীর স্রোতে","শাহ্‌ আবদুল তোয়াহেদ","TK. 240","TK. 204"
"এসো মানুষ হই","রাজীব কুমার আচার্য্য রাজু","TK. 150","TK. 132"
"শ্রাবণসন্ধ্যা","দীপক চৌধুরী ","TK. 300","TK. 255"
"সোনালি রোদ্দুর","নীলিমা রহিম","TK. 150","TK. 132"
"অবিস্মরণীয় প্রেম","আবু আল কাসেম মোহাম্মদ ফেরদাউস","TK. 150","TK. 132"
"ছোটদের সংগীত শিক্ষা","শাহীনুর রেজা","TK. 350","TK. 298"
"সুগন্ধী ফুল","সাহারা আনোয়ার","TK. 200","TK. 176"
"রাসুল (স.)-এর বাণীতে মক্কার মর্যাদা","ড. তালাল বিন মুহাম্মদ আবুন নূর","TK. 300","TK. 255"
"ড. নীলিমা ইব্রাহিমের সাহিত্যসাধনা","ড. মো. মনোয়ার হোসেন","TK. 600","TK. 510"
"মহাকাব্য মুজিবনামা ১ম খণ্ড","মো:আহসান উল্লাহ ","TK. 300","TK. 255"
"অন্তর্ধানের অন্তরালে","আবু আল কাসেম মোহাম্মদ ফেরদাউস","TK. 150","TK. 132"
"আহত অতীত","আবু আল কাসেম মোহাম্মদ ফেরদাউস","TK. 150","TK. 132"
"সম্মোহন স্বপ্নলোকে","মুহাম্মদ সাইফুদ্দিন","TK. 175","TK. 154"
"ভূতের রাণী স্যামেলিয়ান","মোহাম্মদ নূর ইলিয়াস","TK. 200","TK. 176"
"ভজন, কীর্তন, আগমনী ও শ্যামাসংগীতের স্বরলিপি","রোকসানা সুলতানা","TK. 550","TK. 468"
"মাটির মাধুর্য","মহাদেব সাহা ","TK. 160","TK. 141"
"নিশিগন্ধা ","আনোয়ারা সৈয়দ হক","TK. 350","TK. 298"
"কৃষ্ণ ষোলোই","মীজানুর রহমান","TK. 200","TK. 176"
"মধ্যপ্রাচ্যে কী হচ্ছে জানেন?","নাদিরা মজুমদার","TK. 350","TK. 298"
"দ্য অ্যাডভেঞ্চারস অব খোকা দ্য গ্রেট","সায়েক আহমদ","TK. 200","TK. 176"
"কমলালয়া কলকাতা","মীজানুর রহমান","TK. 275","TK. 234"
"বাঘ-বিড়াল","বিশ্বজিৎ দাস","TK. 150","TK. 132"
"পাঁচটা হাতির গল্প","মোকাদ্দেস-এ-রাব্বী","TK. 180","TK. 158"
"বন্ধু হলো পাখি","শরিফুল আলম অপু","TK. 100","TK. 90"
"নোনা জলের ভালোবাসা","আশিক আনাম শাকিব","TK. 200","TK. 176"
"আমার বয়স বাড়ে না পৃথিবীর বুকে ","আরাফাত রহমান","TK. 150","TK. 132"
"দি ওল্ড ম্যান এন্ড দি সী ","আর্নেস্ট হেমিংওয়ে","TK. 180","TK. 158"
"সত্ত্বঃ রজঃ তমঃ ","মাদল হাসান","TK. 500","TK. 425"
"দোজখের লাল রঙ ","সাঈদ কামাল","TK. 280","TK. 238"
" ঝুল বারান্দায় বিষণ্ণ ফুল ","সালেহীন সাজু","TK. 200","TK. 176"
"কবর","ফয়জুন নাহার","TK. 300","TK. 255"
"পুলিশ গিন্নীর পত্র","হাসনুন নাহার দিলা","TK. 200","TK. 176"
"অন্তর্দহন","নয়ন আহমেদ","TK. 175","TK. 154"
"পাথরের হৃদয়ের ঘৃণার গ্রেনেড","ভুলু রহমান","TK. 150","TK. 132"
"টুপু ও একঝাঁক দেশি পেঁচা","শওকত নূর","TK. 175","TK. 154"
"শুভরাত্রি","শওকত নূর","TK. 200","TK. 176"
"নির্ঘুম রাত  ","কাওসারী জাহান নিম্মি","TK. 200","TK. 176"
"Me Before Me And Other Poems","এম হারুনুর রশিদ","TK. 250","TK. 213"
"প্রণয় যুদ্ধ প্রলয় গান","আযাদ নোমান","TK. 250","TK. 213"
"লং লেগ টু এক্সট্রা কভার  কমপ্লিট ক্রিকেট","সৈয়দ মাজহারুল পারভেজ","TK. 230","TK. 196"
"তিস্তা পাড়ের উপখ্যান  ","মতিন বাঙালি","TK. 250","TK. 213"
"নির্বাচিত ১০০ কবিতা-২","সাবিনা ইয়াসমিন","TK. 250","TK. 195"
"লাল গ্রহের লাল প্রাণী","মোশতাক আহমেদ","TK. 200","TK. 156"
"বাংলাদেশের লোকসাহিত্যে বঙ্গবন্ধু শেখ মুজিব ও মুক্তিযুদ্ধ","মুহাম্মদ হাবিবুল্লাহ পাঠান","TK. 300","TK. 234"
"বিজ্ঞান আন্দোলন","ড. আলী আসগর","TK. 200","TK. 156"
"শিল্পী স্টুডিও","ইশতিয়াক আহমেদ","TK. 150","TK. 117"
"আপেলশাস্ত্র","ইশতিয়াক আহমেদ","TK. 120","TK. 94"
"শেষ পরাণের কড়ি","জামিল আখতার বীনু","TK. 100","TK. 78"
"রঙমশাল","মিঠা মামুন ","TK. 240","TK. 187"
"কক্সবাজার ভ্রমণ গাইড","লিয়াকত হোসেন খোকন","TK. 100","TK. 78"
"চাঁদের আলোয় যাযাবর গান","হাদা সেন্দো","TK. 200","TK. 110"
"গল্পের কোয়েলহো","জাভেদ ইকবাল","TK. 200","TK. 110"
"চমক হাসান, গণিত অলিম্পিয়াড ও ফিজিকস অলিম্পিয়াডের ১০টি বই","চমক হাসান","TK. 3,992","TK. 3,393"
"নিঃসীম নীলাকাশ","আহমদ সলীম","TK. 200","TK. 110"
"দুরের জানালা কাছের মানুষ","আনিস আহমেদ","TK. 200","TK. 110"
"শিক্ষার্থীদের শেখ হাসিনা","তানিয়া সুলতানা হ্যাপি","TK. 225","TK. 191"
"মালঞ্চ","সুপর্ণা এলিস গমেজ","TK. 150","TK. 83"
"দ্য ফ্লি: অ্যামেজিং স্টোরি অব লিও মেসি","মাইকেল পার্ট","TK. 360","TK. 306"
"আহ্ মরি বাংলা ভাষা","শাহীন আক্তার স্বাতী","TK. 175","TK. 154"
"স্বপ্ন পেখম মেলে","মোহাইমেন মানি","TK. 150","TK. 132"
"প্রেম ও অপ্রেমের পাণ্ডুলিপি","রোমানা রুমু","TK. 250","TK. 200"
"পঞ্চাশের অরুণপ্রাতে","খুরশিদা তানজির শিলা","TK. 500","TK. 400"
"কবিগান, বাউল ও পদকীর্তন","নগেন সরকার","TK. 150","TK. 132"
"গল্পের শহর","জিয়াউল হাসান নিয়াজ","TK. 300","TK. 240"
"ডুবে যেতে যেতে","আযীমুল হক","TK. 200","TK. 176"
"বঙ্গবন্ধু শেখ মুজিব যাঁর নামে আমাদের মুক্তিযুদ্ধ হয়েছিল","প্রকৌশলী মোঃ আনোয়ার হোসেন","TK. 350","TK. 298"
"বাংলাদেশের সংবিধান : নানা প্রসঙ্গ","আহমেদ জাভেদ","TK. 550","TK. 468"
"প্রচারবিমুখ","মাসুদ আহমেদ","TK. 225","TK. 191"
"ম তে মুক্তি য তে যুদ্ধ","মোহাম্মদ আব্দুল্লা হেল বাকী","TK. 100","TK. 90"
"প্রাবচনিক","মারুফুল ইসলাম","TK. 280","TK. 238"
"সবুজ সমুদ্রে মুজিব","মুহম্মদ ফয়সল আকন্দ  ","TK. 200","TK. 176"
"নির্বাচিত ১০০ কবিতা","মিনার মনসুর","TK. 350","TK. 298"
"বাংলাদেশের ক্ষুদ্র নৃগোষ্ঠী","শাহানা আফরোজ","TK. 120","TK. 90"
"মানুষের মানচিত্র","জাকির হোসেন","TK. 160","TK. 112"
"ইসলাম ভুবনে নজরুল","শ্যামাপ্রসাদ মুখোপাধ্যায়","TK. 600","TK. 420"
"মূলসন্ধির কবি তপন বাগচী : নিবিড় অনুধ্যান","মনীষা কর বাগচী","TK. 200","TK. 176"
"আবৃত্তি মালঞ্চ সেরা কবিতাবলি","মুহাম্মদ রুকুন-উজ-জামান রতন","TK. 1,000","TK. 750"
"জীবনজয়ী ১৪ নারী","মায়া ওয়াহেদ","TK. 200","TK. 150"
"ভাটিয়ালির বরপুত্র : আবদুল আলীমের জীবন ও গান","বাসুদেব বিশ্বাস বাবলা","TK. 330","TK. 231"
"সাকসেস ইন ইওর হ্যান্ড","হারুন-আর-রশীদ","TK. 325","TK. 244"
"তিনটি কিশোর নাটক","রফিকুর রশীদ","TK. 200","TK. 176"
"স্বাভাবিক মৃত্যুর গ্যারান্টি চাই","নির্মল সেন","TK. 200","TK. 176"
"বিজ্ঞানের খেলনা প্রজেক্ট","সৌমেন সাহা","TK. 270","TK. 189"
"সুস্থ জীবনের উৎস","প্রফেসর ড. নিশীথ কুমার পাল","TK. 350","TK. 245"
"প্রকৃতি পরিবেশ ও বিজ্ঞান","প্রফেসর ড. নিশীথ কুমার পাল","TK. 350","TK. 245"
"কথামাধুরী","রবিশঙ্কর মৈত্রী","TK. 200","TK. 176"
"ঠাকুরমা’র ঝুলি","দক্ষিণারঞ্জন মিত্র মজুমদার","TK. 250","TK. 175"
"মায়ের ভাষার গল্প","তৃপ্তি বালা","TK. 200","TK. 140"
"গভর্নরের কথকতা","আতিউর রহমান","TK. 600","TK. 510"
"মহানায়ক","এ কে এম ফজলুল হক","TK. 170","TK. 150"
"কিশোরদের ভাষা-আন্দোলনের গল্প","সাঈফ আবেদীন","TK. 180","TK. 158"
"কিশোরদের মুক্তিযুদ্ধের গল্প","সাঈফ আবেদীন","TK. 200","TK. 176"
"সোনার পাখি","আহমেদ পারভেজ","TK. 100","TK. 90"
"সোনার পাহাড়ের দৈত্য","আহমেদ পারভেজ","TK. 100","TK. 90"
"নীল পাহাড়ের রাজকন্যা","আহমেদ পারভেজ","TK. 100","TK. 90"
"মেঘপরীর গল্প","আহমেদ পারভেজ","TK. 100","TK. 90"
"সিনডেরেলা","আহমেদ পারভেজ","TK. 100","TK. 90"
"ভাল ভূত খারাপ ভূত","আহমেদ পারভেজ","TK. 100","TK. 90"
"শ্যাওড়া গাছে ভূতের বাড়ি","আহমেদ পারভেজ","TK. 100","TK. 90"
"তাম্রলিপি থেকে প্রকাশিত জাতির জনক বঙ্গবন্ধুর ৪৬টি বই","মামুনূর রশীদ","TK. 9,190","TK. 7,812"
"সোনার কাঠি রূপার কাঠি","আহমেদ পারভেজ","TK. 100","TK. 90"
"আজ ও আগামীকাল-নির্বাচিত সাক্ষাতকার","সিরাজুল ইসলাম চৌধুরী","TK. 400","TK. 340"
"পান্তাবুড়ির মজার গল্প","আহমেদ পারভেজ","TK. 100","TK. 90"
"সাতমার পালোয়ান","আহমেদ পারভেজ","TK. 100","TK. 90"
"আমার দেখা মুক্তিযুদ্ধ","ইয়াহিয়া নয়ন","TK. 150","TK. 132"
"বঙ্গবন্ধুর শৈশব-কৈশোর","আ. শ. ম. বাবর আলী","TK. 150","TK. 132"
"বীর কথা","সৈয়দ মাজহারুল পারভেজ","TK. 200","TK. 176"
"অবাক পৃথিবী ও বিজ্ঞান","মোঃ জাকির হোসেন","TK. 200","TK. 176"
"কথাসাহিত্যের প্রসঙ্গ অনুষঙ্গ","শাফিক আফতাব ","TK. 240","TK. 204"
"নানা নাতির ধাঁধা খোলে দাদা","অধ্যাপক মতলব হুসেন মুকুল","TK. 220","TK. 187"
"ছোটদের নির্বাচিত ভূতের গল্প","এহসান চৌধুরী","TK. 300","TK. 255"
"সেরা কিশোর সায়েন্স ফিকশন","এইচ জি ওয়েলস","TK. 350","TK. 298"
"কবরের চোখ","শামীমা আক্তার শিউলী","TK. 200","TK. 176"
"একুশ ও মুক্তিযুদ্ধের কিশোর গল্প","শামসুজ্জামান শামস","TK. 200","TK. 176"
"পরীর দেশের রাণী","গোলাম সরোয়ার সলোক","TK. 100","TK. 90"
"ফুল পরীদের দেশে","গোলাম সরোয়ার সলোক","TK. 100","TK. 90"
"তাহার নাম শকুন্তলা","আকিদুল ইসলাম","TK. 400","TK. 340"
"স্বপ্নগুলো তোমাকে দিলাম","শহীদুল আলম","TK. 250","TK. 213"
"মুক্তিযুদ্ধের গল্প","সিরাজুল ইসলাম মুনির","TK. 750","TK. 638"
"নিউটনের ছেলেবেলা","সেলিম রেজা নিউটন","TK. 200","TK. 176"
"ধূসর সমাজ","আশেক মাহমুদ","TK. 200","TK. 176"
"বঙ্গবন্ধুকে নিবেদিত শিশু-কিশোর কবিতা","ফয়জুল আলম পাপ্পু","TK. 220","TK. 187"
"মাতৃভাষা বাংলা আমার","ড. গুলশান আরা","TK. 180","TK. 158"
"সাম্রাজ্যবাদের রাজনৈতিক দর্শন ও সাম্প্রতিক বিশ্ব","সিত্তুল মুনা হাসান","TK. 475","TK. 404"
"হরপ্রসাদ শাস্ত্রীর ত্রয়ী উপন্যাস স্বরূপ সমীক্ষা","ড. জগন্নাথ বড়ুয়া","TK. 475","TK. 404"
"ইয়ংবেঙ্গল মুভমেন্ট একটি সাংস্কৃতিক বিপ্লব","ড. সফিউদ্দিন আহমদ","TK. 200","TK. 140"
"গানে গানে জাতির পিতা","ফরিদ আহমদ","TK. 180","TK. 126"
"বিশ্বনাথ উপজেলা : গ্রামের নামকরণ","মো. খালেদ মিয়া   ","TK. 200","TK. 140"
"মুক্তিযুদ্ধে বিশ্বনাথ","সাইদুর রহমান সাঈদ","TK. 225","TK. 158"
"ঈশপের গল্প সমগ্র","এইচ এম আলমগীর রহমান","TK. 200","TK. 140"
"বঙ্গবন্ধুর শৈশব কৈশোর ও শিক্ষাজীবন","শরিফুল হাসান শিশির","TK. 150","TK. 105"
"নেতাজী’র অন্তর্ধান রহস্য","ড. আনু মাহ্‌মুদ","TK. 600","TK. 420"
"হাইপ ও দর্শন","পল্লব রিভূলেট","TK. 300","TK. 210"
"রুদ্ধ কাব্যের ইতিকথা","পল্লব রিভূলেট","TK. 150","TK. 105"
"এসো গল্প পড়ি","সানজীদ নিশান চৌধুরী","TK. 150","TK. 105"
"ঐতিহাসিক ৭ই মার্চের ভাষণ","কে এম রহমান মোতিন","TK. 150","TK. 105"
"তোমার পতাকা যারে দাও...","সাইফুল আলম চৌধুরী","TK. 400","TK. 320"
"ছেঁড়া পাতার গল্প","নূহ-উল-আলম লেনিন","TK. 150","TK. 132"
"শেখ মুজিব : কিশোর জীবনী","আহমাদ মাযহার","TK. 300","TK. 255"
"৭ই মার্চের তর্জনী","আমিনুর রহমান সুলতান","TK. 100","TK. 90"
"ধর্মের নির্যাস","আব্দুর রউফ চৌধুরী","TK. 350","TK. 298"
"সময়ের ভাবনা : দর্শন-ভাবাদর্শ-রাজনীতি ও সাহিত্য","নূহ-উল-আলম লেনিন","TK. 300","TK. 255"
"সাবাবা’র বঙ্গবন্ধু","নাসিমা খান","TK. 120","TK. 106"
"রং-দের বন্ধু সাবাবা","নাসিমা খান","TK. 120","TK. 106"
"হিংসার দহন আত্মরক্ষার উপায়","মিছবাহ্‌ উদ্দিন","TK. 175","TK. 114"
"স্বর্ণমৃগ","কামরুল আহসান","TK. 350","TK. 298"
"আন্তর্জাতিক রাজনৈতিক সমস্যাবলি","ড. আবদুল লতিফ মাসুম","TK. 360","TK. 306"
"মহান নেতা বঙ্গবন্ধু","নাসরীন মুস্তাফা","TK. 300","TK. 255"
"অধিবিদ্যার স্বরূপ","ডেভিড ফ্রান্সিস পিয়ার্স","TK. 350","TK. 298"
"নজরুল সংগীতে রাগনির্ভরতা","প্রদীপ কুমার নন্দী","TK. 400","TK. 340"
"ছুটির খাতা","ময়ূরপঙ্খি","TK. 450","TK. 383"
"মেঘের কোলে রোদ হেসেছে","বহ্নি বেপারী","TK. 250","TK. 213"
"নদীর গল্প","বহ্নি বেপারী","TK. 250","TK. 213"
"বঙ্গবঙ্গ মুসলীম লীগ ভারত বিভাগ","ড. নুরুল ইসলাম মনজুর","TK. 800","TK. 680"
"মধ্য দুপুর","রিপন ইমরান","TK. 500","TK. 425"
"একান্ত অবলোকনে বঙ্গবন্ধু","এম. নজরুল ইসলাম","TK. 400","TK. 340"
"চট্টগ্রামে বঙ্গবন্ধু ও তাঁর সঙ্গীরা","মুহাম্মদ শামসুল হক","TK. 280","TK. 238"
"কবিতায় আপন ছায়া","মোঃ দেলোয়ার হোসেন ভূঁইয়া","TK. 250","TK. 213"
"১৮ মার্চ ২০১৯","শাহীদ লোটাস","TK. 400","TK. 340"
"সত্য ও মিথের বয়ান - ১ম খণ্ড","মিরাজুল ইসলাম","TK. 200","TK. 176"
"নীলিমা ইব্রাহিম : জীবনদর্শন ও সাহিত্যকর্ম","মন্দিরা চৌধুরী","TK. 300","TK. 255"
"লাতিন আমেরিকার নির্বাচিত ছোটোগল্প","বিপাশা মন্‌ডল","TK. 200","TK. 176"
"পদ্ম পলাশ","কাকলী সরকার","TK. 125","TK. 94"
"বয়স","মিয়ার মনির","TK. 200","TK. 176"
"আবোল তাবোল ছড়া","আ. শ. ম. বাবর আলী","TK. 150","TK. 132"
"সায়াহ্নের ডাক","মফিজুল হক ","TK. 200","TK. 176"
"ভয়ঙ্কর ঠাকুরমার ঝুলি","সৌরভ মাহমুদ","TK. 280","TK. 238"
"ঈশপের শিক্ষামূলক গল্প","সৌরভ মাহমুদ","TK. 280","TK. 238"
"বঙ্গবন্ধু : নবীন সংবাদকর্মীর চোখে","হারুন হাবীব","TK. 350","TK. 298"
"মুক্তিযুদ্ধের ধূলিপথের চারণ","ময়নূর রহমান বাবুল","TK. 1,000","TK. 850"
"একাত্তরের মানবতার বিরুদ্ধে অপরাধ : রক্তেভেজা মাটির সাক্ষ্য","তাজুল মোহাম্মদ","TK. 500","TK. 425"
"রহস্যময় মহাকাশ","মাশরুকি নাহিন","TK. 280","TK. 238"
"জীবনস্মৃতি (অখণ্ড পূণাংঙ্গ সংস্করণ)","শরদিন্দু দস্তিদার","TK. 700","TK. 595"
"ভয়ঙ্কর ডাইনোসর","মাশরুকি নাহিন","TK. 280","TK. 238"
"ভিনদেশী রূপকথা","শেখ আবদুল্লাহ নূর ","TK. 200","TK. 176"
"আফসানা","বিধান রিবেরু","TK. 200","TK. 176"
"বাংলাদেশের মুক্তিযুদ্ধে ত্রিপুরা: অজানা তথ্য ও ঘটনা","অনিল ভট্টাচার্য","TK. 750","TK. 638"
"সাহিত্যচিন্তা ও বিকল্পভাবনা","মজিদ মাহমুদ","TK. 350","TK. 298"
"নির্বাচিত ছড়া","আনজীর লিটন","TK. 240","TK. 204"
"মেডিটেশন গুচ্ছ","গিরীশ গৈরিক","TK. 400","TK. 340"
"আহত অন্ধকার","শাহাদাত সাঈদ","TK. 200","TK. 176"
"সীমান্ত বন্ধন","নজরুল বাঙ্গালী","TK. 200","TK. 176"
"চাঁদের পাহাড়","বিভূতিভূষণ বন্দ্যোপাধ্যায়","TK. 275","TK. 234"
"কবীর","প্রভাকর মাচওয়ে","TK. 140","TK. 123"
"তিতির ডুবানো চাঁদ","মামুন মোয়াজ্জেম","TK. 120","TK. 106"
"হলুদ রঙের মৃত্যু","সবুজ চৌধুরী","TK. 200","TK. 176"
"আড়াল","পুস্পিতা দাস পিউ","TK. 160","TK. 141"
"নৈবেদ্য","বর্ষণ সাহা","TK. 250","TK. 213"
"লজ্জা"," শাহ কামাল সবুজ ","TK. 180","TK. 158"
"চিরকুটে আটকে আছে মন","তাসলিমা কবির রিংকি","TK. 160","TK. 141"
"কাঁটার চোখে জল","জি এম কামরুল হাসান","TK. 250","TK. 213"
"সমকালিন ভাবনা-২","আসাদুজ্জামান জুয়েল","TK. 300","TK. 255"
"সুশাসন","মোঃ শামসুদ্দিন এনডিসি","TK. 250","TK. 213"
"বাবার হাসু","সৈয়দ ফয়সাল মাহমুদ","TK. 200","TK. 176"
"স্বপ্ন দেখে মন","নজরুল বাঙ্গালী","TK. 150","TK. 132"
"বনলতা সেন","জীবনানন্দ দাশ","TK. 120","TK. 106"
"নিঃসঙ্গ রাতলিপি","বারুনি বিশ্বাস","TK. 200","TK. 176"
"অমীমাংসিত জলকণা","হিমাদ্রি বসু","TK. 150","TK. 132"
"বিজয়ীর মনোভাব","মোস্তাক আহ্‌মাদ ","TK. 250","TK. 213"
"IT মরণ","হেলেন ওসমান","TK. 150","TK. 132"
"স্বপ্নহীনতার পক্ষে","হাবীবুল্লাহ সিরাজী","TK. 135","TK. 119"
"প্রত্যাশা","ড. মোঃ জাকারিয়া","TK. 200","TK. 176"
"লাল সবুজের মহান কবি","কামরুজ্জামান গোপন","TK. 200","TK. 176"
"করোটির ঈশ্বর","কামরুজ্জামান গোপন","TK. 200","TK. 176"
"বসন্ত এবং তুমি","গোলাম রাব্বানী","TK. 150","TK. 132"
"ব্রাহ্মণের বাড়ির কাকাতুয়া","আবদুল্লাহ আবু সায়ীদ","TK. 200","TK. 176"
"মধ্যরাতের কাব্য","মনজু রহমান","TK. 250","TK. 213"
"বৃদ্ধাশ্রম","ড. মির্জা গোলাম সারোয়ার পিপিএম","TK. 275","TK. 234"
"লাল লাটিম","লাকী ইনাম","TK. 175","TK. 154"
"মরমি ছড়ার সম্ভার","হাসান হাফিজ","TK. 225","TK. 191"
"বিধুর বেহালা","সাইফ সুমন","TK. 175","TK. 154"
"গল্পগুলো ছোটদের","ড. মির্জা গোলাম সারোয়ার পিপিএম","TK. 225","TK. 191"
"মহানুভবতার গল্প","আবদুস সালাম","TK. 160","TK. 141"
"ন্যায় বিচারের গল্প","আবদুস সালাম","TK. 160","TK. 141"
"সৎ সাহসীদের কথা","আবদুস সালাম","TK. 160","TK. 141"
"নবীদের কাহিনী","আবদুস সালাম","TK. 160","TK. 141"
"নাতাশা ও ডানপিটে নুসরাত","শেরিফ আল সায়ার","TK. 200","TK. 176"
"জীবনটাই প্রতিযোগিতা","মোস্তাক আহ্‌মাদ ","TK. 220","TK. 187"
"উত্তাল মার্চের দিনগুলি","আলী ইদরিস","TK. 400","TK. 340"
"যাত্রার ইতিবৃত্ত","এম এ মজিদ    ","TK. 300","TK. 255"
"বাইসাইকেল","দীপু মাহমুদ","TK. 250","TK. 213"
"হাতবদল","হায়দার বসুনিয়া","TK. 250","TK. 213"
"দিগ্বিজয়ীর কান্না","হায়দার বসুনিয়া","TK. 300","TK. 255"
"অধিবিদ্যা কী?","ডক্টর এম. মতিউর রহমান","TK. 350","TK. 298"
"জনতাবাদী","কামরুজ্জামান","TK. 150","TK. 132"
"বিভিন্ন ধর্মগ্রন্থে মোহাম্মদ (সা.) নবী-রাসূলের স্বীকৃতি","মোঃ রাশিদুল হাসান","TK. 150","TK. 132"
"ভালোবাসার কবিতা","মোঃ মনির হোসেন (রনি)","TK. 200","TK. 120"
"নিশির তৃতীয় প্রহর","মোঃ আওছাফুর রহমান","TK. 250","TK. 175"
"বিরহের নীল কান্না","মোঃ আওছাফুর রহমান","TK. 250","TK. 175"
"অশ্রু আলেখ্য","মোঃ আওছাফুর রহমান","TK. 125","TK. 88"
"ছুটির ছড়া","কামরুজ্জামান গোপন","TK. 200","TK. 176"
"ডোম ভূত","কুমারেশ সরদার","TK. 150","TK. 105"
"নিষিদ্ধ রোদ্দুর","তাসনীম মাহমুদ","TK. 120","TK. 106"
"তুর পাহাড়ের কবিতা","শান্তা ইসলাম সু’আদ","TK. 250","TK. 175"
"সেফটিপিন","রফিক লিটন","TK. 200","TK. 150"
"কবি দর্পণ","জেলা কবি সংসদ ঠাকুরগাঁও","TK. 200","TK. 140"
"মা, স্টিফেন হকিং ও ভাই এবং এসেছ কি ভুল চাঁদ পৌষের ঘরে","শাহীন রেজা","TK. 200","TK. 150"
"পাগল মামার চার ছেলে","প্রফুল্ল রায়","TK. 150","TK. 132"
"Two Cent Life","শাহীন রাহমান","TK. 270","TK. 230"
"আল মাহমুদের প্রিয় কবিতা","আল মাহমুদ","TK. 250","TK. 213"
"Ocean's Adventures Throughout 2019!","রানা ওশেন পু","TK. 200","TK. 176"
"আমার বন্ধু তালগাছ","সাইয়েদ জামিল ","TK. 135","TK. 119"
"ইচ্ছেগুলো","কামরুজ্জামান গোপন","TK. 150","TK. 132"
"হুলোর গায়ে ধুলো","অলীউল আলম","TK. 300","TK. 255"
"ক্লাস পালানো ছেলে","মিজানুর রহমান মিথুন ","TK. 135","TK. 119"
"গল্পগুচ্ছ ","রবীন্দ্রনাথ ঠাকুর","TK. 500","TK. 425"
"অপরাজেয় মুহাম্মদ জাহাঙ্গীর ","অপূর্ব জাহাঙ্গীর","TK. 800","TK. 680"
"জলনৌকো","হাবীব ইমন","TK. 150","TK. 132"
"একজন বঙ্গবন্ধু ও বাংলাদেশ","মনোয়ার হোসেন চৌধুরী","TK. 450","TK. 383"
"যোদ্ধাদের স্মৃতিতে মুক্তিযুদ্ধ ","তাজুল মোহাম্মদ","TK. 400","TK. 340"
"ইতিহাসে শেখ রাসেল","জুলফিয়া ইসলাম","TK. 200","TK. 176"
"আমার নাম হাঁটু ঠক ঠক","সালমা বেগম","TK. 100","TK. 90"
"ব্যক্তিত্ব ও বাঙালি সমাজ","মফিদুল হক","TK. 350","TK. 298"
"Frankenstein ","মেরি শেলি","TK. 290","TK. 174"
"The Secrets of Pirate Island","অদ্রি মনির হাসান","TK. 190","TK. 114"
"প্রেমভূমির নিমন্ত্রণলিপি","রণজিৎ সরকার","TK. 160","TK. 141"
"গল্পে গল্পে চিকিৎসাবিজ্ঞান","ডা. সিকদার নাজমুল হক","TK. 180","TK. 144"
